,ANO_BO,NUM_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,BO_AUTORIA,FLAGRANTE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,EXAME,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,PLACA_VEICULO,UF_VEICULO,CIDADE_VEICULO,DESCR_COR_VEICULO,DESCR_MARCA_VEICULO,ANO_FABRICACAO,ANO_MODELO,DESCR_TIPO_VEICULO
13293,2017,2430,2017-08-15 05:02:53,2017-08-15 05:04:36,2017-08-15 00:00:00,DE MADRUGADA,2017-08-15 00:00:00,Conhecida,Não,AVENIDA ONZE,20.0,CONJUNTO HABITACIONAL DOM PEDRO II,S.JOSE DOS CAMPOS,SP,"-232,709,554,221,199","-458,867,514,781,199",Via pública,IC-IML,BO PARA ADENDO,DEL.SEC.POL.SJCAMPOS PL SUL,07º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,CDO8820,SP,S.JOSE DOS CAMPOS,Preta,YAMAHA/YBR 125E,2008.0,2008.0,MOTOCICLO
13301,2017,17964,2017-08-15 05:36:58,2017-08-15 08:03:01,2017-08-14 00:00:00,A NOITE,2017-08-15 00:00:00,Conhecida,Sim,RUA CORONEL CAMISÃO,935.0,VILA MONTE ALEGRE,RIBEIRAO PRETO,SP,"-211,663,613,418,775","-478,378,559,368,571",Via pública,IC-IML,ENCAMINHAMENTO DP ÁREA DO FATO,CENTRAL POL.JUD.RIB. PRETO,03º D.P. RIBEIRAO PRETO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ESA8239,SP,RIBEIRAO PRETO,Branco,VW/KOMBI,2012.0,2012.0,CAMIONETA
13317,2017,1789,2017-08-15 09:05:04,2017-08-15 09:16:56,2017-08-15 00:00:00,PELA MANHÃ,2017-08-15 00:00:00,Desconhecida,Não,AVENIDA SÃO PAULO,2667.0,CIDADE NOVA,S.BARBARA D OESTE,SP,"-227,453,652,960,285","-473,701,569,313,142",Comércio e serviços,,APRECIAÇÃO DO DELEGADO TITULAR,02º D.P. SANTA BARBARA DOESTE,02º D.P. SANTA BARBARA DOESTE,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,EIY5127,SP,S.BARBARA D OESTE,Prata,VW/SAVEIRO 1.6,2009.0,2009.0,CAMINHONETE
13323,2017,3826,2017-08-15 09:02:56,2017-08-15 09:30:22,2017-12-08 00:00:00,A NOITE,2017-08-15 00:00:00,Desconhecida,Não,AVENIDA PASTOR CICERO CANUTO DE LIMA,378.0,ARICANDUVA,S.PAULO,SP,"-235,802,736,068,288","-465,089,347,803,329",Via pública,,BO PARA INVESTIGAÇÃO,41º D.P. VILA RICA,41º D.P. VILA RICA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,GEL3012,SP,S.PAULO,Prata,HONDA/CIVIC LXL FLEX,2011.0,2011.0,AUTOMOVEL
13342,2017,4450,2017-08-15 10:00:34,2017-08-15 10:05:08,2017-08-15 00:00:00,PELA MANHÃ,2017-08-15 00:00:00,Conhecida,Não,RUA BARATA RIBEIRO,305.0,BELA VISTA,S.PAULO,SP,"-23,556,501,368,701","-466,533,158,731,031",Via pública,,BO PARA INVESTIGAÇÃO,02º D.P. SANTO ANDRÉ,04º D.P. CONSOLAÇÃO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,OQW4785,SP,S.PAULO,Prata,CHEVROLET/CELTA 1.0L LT,2013.0,2014.0,AUTOMOVEL
13378,2017,4067,2017-08-24 16:00:36,2017-08-24 16:08:43,2017-08-24 00:00:00,PELA MANHÃ,2017-08-24 00:00:00,Desconhecida,Não,RUA CAPANEMA,12.0,ITAIM BIBI,S.PAULO,SP,"-23,601,781,512,909","-46,683,992,122",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,04º D.P. SANTO ANDRÉ,96º D.P. MONÇÕES,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,EZP5554,SP,S.PAULO,Prata,FIAT/PALIO FIRE ECONOMY,2013.0,2014.0,AUTOMOVEL
13419,2017,3995,2017-08-24 17:12:48,2017-08-24 17:53:01,2017-08-24 00:00:00,PELA MANHÃ,2017-08-24 00:00:00,Desconhecida,Não,RUA CORINA COARACY,10.0,SAPOPEMBA,S.PAULO,SP,"-236,002,030,586,154","-465,227,926,261,538",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,41º D.P. VILA RICA,70º D.P. VILA EMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FEX0415,SP,S.PAULO,Vermelho,HYUNDAI/HB20 1.6M 1.6M,2012.0,2013.0,AUTOMOVEL
13465,2017,1572,2017-02-13 11:52:11,2017-02-13 12:28:33,2017-02-13 00:00:00,PELA MANHÃ,2017-02-13 00:00:00,Desconhecida,Não,RUA NOVE DE JULHO,2483.0,CASCATA,MARILIA,SP,"-222,120,160,339,999","-49,939,394,776",Via pública,,BO PARA REGISTRO,DEL.SEC.MARÍLIA PLANTÃO,05º D.P. MARÍLIA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BPI1302,SP,MARILIA,Cinza,FIAT/FIAT UNO S,1991.0,1991.0,AUTOMOVEL
13487,2017,65,2017-02-13 13:11:44,2017-02-13 13:28:32,2017-12-02 00:00:00,DE MADRUGADA,2017-02-13 00:00:00,Desconhecida,Não,ESTRADA RIO ACIMA,14.0,RIO ACIMA,S.LUIS DO PARAITINGA,SP,"-23,225,642,707","-453,083,415,194,117",Unidade rural,IC,BO PARA INVESTIGAÇÃO,DEL.POL.S.LUIS DO PARAITINGA,DEL.POL.S.LUIS DO PARAITINGA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BYS8943,SP,PINDAMONHANGABA,Preta,HONDA/CG 125 FAN,2008.0,2008.0,MOTOCICLO
13517,2017,507,2017-02-13 14:13:49,2017-02-13 14:37:21,2017-02-13 00:00:00,A TARDE,2017-02-13 00:00:00,Conhecida,Não,RUA DOS VIANAS,0.0,BAETA NEVES,S.BERNARDO DO CAMPO,SP,"-23,707,976,313","-46,525,790,258",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,06º D.P. S.BERNARDO DO CAMPO,06º D.P. S.BERNARDO DO CAMPO,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,CJP5886,SP,S.PAULO,Verde,GM/CORSA WIND,1997.0,1997.0,AUTOMOVEL
13550,2017,2195,2017-02-13 15:27:38,2017-02-13 15:48:07,2017-12-02 00:00:00,A NOITE,2017-02-13 00:00:00,Desconhecida,Não,RUA PADRE LESSA,165.0,VILA ARRUDA,SOROCABA,SP,"-234,947,384,446,999","-474,406,354,139",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,PLANTÃO DE SOROCABA - Z. NORTE,02º D.P. SOROCABA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,DGP0421,SP,SOROCABA,Branco,VW/GOL CL,1992.0,1992.0,AUTOMOVEL
13558,2017,3037,2017-09-28 10:29:29,2017-09-28 10:41:27,2017-09-28 00:00:00,DE MADRUGADA,2017-09-28 00:00:00,Desconhecida,Não,RUA LOUIS PASTEUR,144.0,CONCEICAO,DIADEMA,SP,"-236,981,608,057,017","-466,221,785,264,035",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. DIADEMA,01º D.P. DIADEMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BIP5058,SP,DIADEMA,Cinza,FIAT/FIAT UNO 1.5 R,1989.0,1989.0,AUTOMOVEL
13575,2017,2002,2017-09-28 10:53:45,2017-09-28 11:06:11,2017-09-24 00:00:00,A TARDE,2017-09-28 00:00:00,Desconhecida,Não,RUA PAULO LÍCIO RIZO,207.0,CENTRO,OSASCO,SP,"-23,538,532,265","-467,780,660,349,999",Via pública,,BO PARA INVESTIGAÇÃO,06º D.P. OSASCO,06º D.P. OSASCO,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,BVZ5800,SP,OSASCO,Branco,GM/BLAZER DLX,1998.0,1998.0,CAMIONETA
13584,2017,3397,2017-09-28 10:50:18,2017-09-28 11:29:37,2017-09-22 00:00:00,DE MADRUGADA,2017-09-28 00:00:00,Desconhecida,Não,RUA PADRE DONIZETE,65.0,CENTREVILLE,S.ANDRE,SP,"-236,762,354,987,577","-4,649,625,664,832",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,03º D.P. SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AAH4483,SP,S.ANDRE,Vermelho,FIAT/UNO CS,1990.0,1990.0,AUTOMOVEL
13591,2017,3085,2017-09-28 11:23:21,2017-09-28 11:31:58,2017-09-14 00:00:00,DE MADRUGADA,2017-09-28 00:00:00,Desconhecida,Não,RUA MARECHAL MAURÍCIO JOSÉ CARDOSO,935.0,BOQUEIRAO,PRAIA GRANDE,SP,"-240,053,783,683,214","-46,408,907,660,375",Via pública,,BO PARA ADENDO,01º D.P. PRAIA GRANDE,01º D.P. PRAIA GRANDE,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,FXQ4785,SP,S.PAULO,Prata,TOYOTA/COROLLA XEI20FLEX,2014.0,2014.0,AUTOMOVEL
13604,2017,3203,2017-09-28 11:21:55,2017-09-28 11:48:28,2017-09-26 00:00:00,A NOITE,2017-09-28 00:00:00,Desconhecida,Não,AVENIDA CAMPISTA,970.0,VILA GALVÃO,GUARULHOS,SP,"-234,476,383,770,754","-465,593,434,685,849",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,51º D.P. RIO PEQUENO,02º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AZZ2045,SP,S.PAULO,Vermelho,VW/GOL CL MB,2015.0,2016.0,AUTOMOVEL
13687,2017,360,2017-01-13 02:49:47,2017-01-13 03:37:37,2017-12-01 00:00:00,DE MADRUGADA,2017-01-13 00:00:00,Conhecida,Não,RUA VICENZA D'AGOSTINHO,81.0,TIBAGY,GUARULHOS,SP,"-234,583,757,296,341","-465,433,152,406,341",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,24º D.P. PONTE RASA,01º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,EZU4489,SP,GUARULHOS,Branco,CITROEN/JUMPER F35LH 23S,2012.0,2013.0,CAMINHONETE
13711,2017,927,2017-01-13 08:49:13,2017-01-13 09:11:00,2017-12-01 00:00:00,EM HORA INCERTA,2017-01-13 00:00:00,Desconhecida,Não,RUA GUSTAVO MACIEL,20.0,VL SEABRA,BAURU,SP,"-223,165,439,162,142","-490,728,052,198,571",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,CENTRAL POL.JUDICIÁRIA-BAURU,02º D.P. BAURU,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,BPP8546,SP,BAURU,Azul,FORD/ESCORT 1.6I GL,1995.0,1995.0,AUTOMOVEL
13718,2017,169,2017-01-13 09:11:07,2017-01-13 09:32:09,2017-12-01 00:00:00,A TARDE,2017-01-13 00:00:00,Desconhecida,Não,RUA ITAPORANGA,22.0,BAIRRO PARAÍSO,S.ANDRE,SP,"-2,367,514,609,475","-4,653,563,704,175",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,70º D.P. VILA EMA,01º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FHE7268,SP,S.PAULO,Prata,VW/NOVO VOYAGE 1.0,2012.0,2013.0,AUTOMOVEL
13724,2017,235,2017-01-13 09:18:33,2017-01-13 09:42:31,2017-12-01 00:00:00,A NOITE,2017-01-13 00:00:00,Desconhecida,Não,RUA DEPUTADO ANACLETO CAMPANELA,118.0,BARONESA,OSASCO,SP,"-234,999,862,828,302","-467,865,316,453,285",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,10º D.P. OSASCO,10º D.P. OSASCO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AZP7292,PR,MARINGA,Branco,FIAT/WEEKEND TREKKING,2015.0,2015.0,AUTOMOVEL
13736,2017,138,2017-01-13 09:41:38,2017-01-13 10:13:21,2017-12-01 00:00:00,A TARDE,2017-01-13 00:00:00,Desconhecida,Não,RUA VISCONDE DE TAUNAY,719.0,,S.PAULO,SP,"-236,421,511,048,405","-467,107,185,398,746",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.EMBU DAS ARTES,11º D.P. SANTO AMARO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ISU6704,SP,S.PAULO,Preta,I/JAC J3,2011.0,2012.0,AUTOMOVEL
13744,2017,1562,2017-04-08 09:20:11,2017-04-08 09:49:35,2017-03-08 00:00:00,A NOITE,2017-04-08 00:00:00,Desconhecida,Não,AVENIDA PERIMETRAL NORTE,199.0,COHAB II,CARAPICUIBA,SP,"-23,521,140,701","-46,829,708,533",Via pública,,BO PARA INVESTIGAÇÃO,03º D.P. CARAPICUIBA,03º D.P. CARAPICUIBA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CGG0987,SP,CARAPICUIBA,Azul,GM/BLAZER DLX,1996.0,1997.0,CAMIONETA
13757,2017,912,2017-04-08 09:23:15,2017-04-08 10:07:37,2017-04-20 00:00:00,EM HORA INCERTA,2017-04-08 00:00:00,Desconhecida,Não,RUA IMPERATRIZ LEOPOLDINA,100.0,VILA MARTA,SOROCABA,SP,"-235,051,901,301,491","-474,725,630,529,736",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,03º D.P. SOROCABA,03º D.P. SOROCABA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EVD7212,SP,SOROCABA,Branco,VW/SAVEIRO 1.6 CE CROSS,2011.0,2011.0,CAMINHONETE
13829,2017,5818,2017-04-08 10:40:30,2017-04-08 12:41:27,2017-03-08 00:00:00,A NOITE,2017-04-08 00:00:00,Conhecida,Sim,AVENIDA BRASIL,172.0,JD GONÇALVES,ITAQUAQUECETUBA,SP,"-234,883,366,969,376","-463,463,696,498,219",Via pública,IC-IML,BO PARA FLAGRANTE,DEL.POL.ITAQUAQUECETUBA,DEL.POL.ITAQUAQUECETUBA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FWP4680,SP,SUZANO,Branco,HYUNDAI/HB20S 1.6A PREM,2014.0,2015.0,AUTOMOVEL
13833,2017,2829,2017-04-08 12:30:04,2017-04-08 12:48:19,2017-03-08 00:00:00,A NOITE,2017-04-08 00:00:00,Desconhecida,Não,RUA COSTA AGUIAR,1500.0,IPIRANGA,S.PAULO,SP,"-235,871,494,602,028","-466,063,397,005,397",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,70º D.P. VILA EMA,17º D.P. DOUTOR ALDO GALIANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FFT1765,SP,S.PAULO,Preta,FIAT/PALIO ATTRACTIV 1.0,2012.0,2013.0,AUTOMOVEL
13865,2017,5448,2017-07-15 21:34:25,2017-07-15 22:25:04,2017-07-15 00:00:00,PELA MANHÃ,2017-07-15 00:00:00,Conhecida,Não,RUA ARAPIUNS,326.0,BRASILANDIA,S.PAULO,SP,"-23,476,504,306","-46,677,640,867",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,72º D.P. VILA PENTEADO,72º D.P. VILA PENTEADO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DWQ6440,SP,S.PAULO,Preta,I/PEUGEOT 307SD16 FXPR,2007.0,2008.0,AUTOMOVEL
13906,2017,6029,2017-07-16 00:52:50,2017-07-16 02:16:21,2017-07-16 00:00:00,DE MADRUGADA,2017-07-16 00:00:00,Conhecida,Não,RUA PATRIARCA,1218.0,JARDIM IMPERIAL,ATIBAIA,SP,"-231,487,612,047,393","-465,840,420,687,964",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.PLANTÃO ATIBAIA,03º D.P. ATIBAIA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CHD3676,SP,ATIBAIA,Bege,VW/GOL CL,1991.0,1991.0,AUTOMOVEL
13912,2017,3622,2017-07-16 01:57:37,2017-07-16 02:51:05,2017-07-16 00:00:00,DE MADRUGADA,2017-07-16 00:00:00,Desconhecida,Não,RUA ACÁCIO BATISTA NAZARÉ,0.0,JD PLANALTO,SUZANO,SP,"-23,633,870,636","-463,263,704,779,999",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.SUZANO,01º D.P. SUZANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CXV9323,SP,SUZANO,Cinza,FIAT/UNO MILLE EX,1999.0,2000.0,AUTOMOVEL
13932,2017,4773,2017-05-18 14:46:15,2017-05-18 15:08:42,2017-05-18 00:00:00,PELA MANHÃ,2017-05-18 00:00:00,Desconhecida,Não,RUA ROBERTO PARK,52.0,SAPOPEMBA,S.PAULO,SP,"-236,135,109,305,842","-46,492,848,703,813",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,69º D.P. TEOTONIO VILELA,69º D.P. TEOTONIO VILELA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ERC6767,SP,ITAQUAQUECETUBA,Cinza,FIAT/STRADA TERK CC 1.6,2012.0,2013.0,CAMINHONETE
13937,2017,353,2017-05-18 14:33:12,2017-05-18 15:09:27,2017-05-18 00:00:00,DE MADRUGADA,2017-05-18 00:00:00,Desconhecida,Não,AVENIDA ADILSON JOSE DA CRUZ,7590.0,CONJUNTO HABITACIONAL DOM PEDRO I,S.JOSE DOS CAMPOS,SP,"-232,815,978,639,999","-45,887,828,274",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,DEL.INV.GER. S.JOSE DOS CAMPOS,03º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CQC6307,SP,S.JOSE DOS CAMPOS,Preta,FORD/ESCORT GL,1985.0,1986.0,AUTOMOVEL
13941,2017,570,2017-05-18 10:19:06,2017-05-18 15:09:54,2017-05-05 00:00:00,PELA MANHÃ,2017-05-18 00:00:00,Ignorado,Não,RUA MARIA CESARINA DA COSTA,80.0,IMPLANTACAO,SOROCABA,SP,"-234,114,578,109,999","-47,478,344,825",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,08º D.P. SOROCABA,11º D.P. SOROCABA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CIT2348,SP,S.PAULO,Branco,FIAT/FIORINO IE,1997.0,1997.0,CAMINHONETE
13947,2017,1138,2017-05-18 15:05:08,2017-05-18 15:14:57,2017-05-18 00:00:00,DE MADRUGADA,2017-05-18 00:00:00,Desconhecida,Não,RUA MARIA KLAIG MENDES,519.0,JD MARIANA,IBATE,SP,"-219,529,678,627,901","-480,074,221,969,753",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,03º D.P. SÃO CARLOS,DEL.POL.IBATÉ,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,BSU4774,SP,IBATE,Prata,VW/GOL CLI 1.8,1995.0,1995.0,AUTOMOVEL
13968,2017,731,2017-05-18 15:21:23,2017-05-18 15:43:04,2017-05-17 00:00:00,A NOITE,2017-05-18 00:00:00,Ignorado,Não,RUA MANOEL FOZ,72.0,ITAPEGICA,GUARULHOS,SP,"-23,475,625,830,074","-465,521,668,902,592",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. GUARULHOS,05º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CML8436,SP,GUARULHOS,Azul,IMP/FIAT UNO MILLE SX,1997.0,1998.0,AUTOMOVEL
13972,2017,1330,2017-05-18 15:05:00,2017-05-18 15:44:12,2017-05-18 00:00:00,A TARDE,2017-05-18 00:00:00,Desconhecida,Não,RUA PINGUCA SOARES,41.0,JARDIM SANDRA MARIA,IBIUNA,SP,"-236,563,316,522,195","-47,221,871,746,878",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.IBIÚNA,DEL.POL.IBIÚNA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BIT2969,SP,IBIUNA,Azul,VW/GOL 1000,1994.0,1994.0,AUTOMOVEL
13997,2017,1838,2017-05-18 16:26:08,2017-05-18 16:44:47,2017-05-18 00:00:00,PELA MANHÃ,2017-05-18 00:00:00,Desconhecida,Não,RUA MARIZ E BARROS,34.0,VILA MARIANA,S.PAULO,SP,"-235,792,726,454,614","-466,182,870,785,152",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,70º D.P. VILA EMA,06º D.P. CAMBUCI,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,EJH2134,SP,S.PAULO,Preta,VW/CROSSFOX,2009.0,2009.0,AUTOMOVEL
14013,2017,3304,2017-05-18 14:24:34,2017-05-18 17:06:10,2017-05-18 00:00:00,PELA MANHÃ,2017-05-18 00:00:00,Conhecida,Sim,RUA DOMINGOS SERGIO DOS ANJOS,157.0,SAO DOMINGOS,S.PAULO,SP,"-235,020,865,792,593","-467,501,182,601,349",Via pública,IC-IML,BO PARA FLAGRANTE,33º D.P. PIRITUBA,33º D.P. PIRITUBA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FVB2033,SP,OSASCO,Prata,CHEV/PRISMA 1.4MT LT,2014.0,2015.0,AUTOMOVEL
14019,2017,968,2017-05-18 17:11:49,2017-05-18 17:19:13,2017-05-18 00:00:00,DE MADRUGADA,2017-05-18 00:00:00,Desconhecida,Não,RUA PROFESSOR NELSOM SPÍNDOLA LOBATO,97.0,RADIO CLUBE,SANTOS,SP,"-239,391,478,681,791","-463,829,326,866,269",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. SANTOS,05º D.P. SANTOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ETF8334,SP,SANTOS,Prata,FORD/FIESTA 1.6 FLEX,2011.0,2011.0,AUTOMOVEL
14023,2017,1115,2017-01-02 02:11:23,2017-01-02 10:21:56,2017-01-31 00:00:00,A NOITE,2017-01-02 00:00:00,Conhecida,Sim,RUA ROQUE FARAONE,99.0,CORDENONSI,AMERICANA,SP,"-227,288,928,619,999","-4,732,479,994,025",Via pública,IC-IML,BO PARA FLAGRANTE,DEL.SEC.AMERICANA PLANTÃO,03º D.P. AMERICANA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,BUG9753,SP,AMERICANA,Cinza,GM/CHEVETTE SL,1988.0,1988.0,AUTOMOVEL
14059,2017,409,2017-01-02 11:33:38,2017-01-02 11:41:14,2017-01-31 00:00:00,A NOITE,2017-01-02 00:00:00,Desconhecida,Não,RUA AMAMBAÍ,0.0,VILA ELDÍZIA,S.ANDRE,SP,"-23,680,908,224","-465,215,530,999,999",Via pública,,BO PARA INVESTIGAÇÃO,03º D.P. SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,COI3555,SP,S.ANDRE,Azul,FIAT/UNO MILLE SX,1997.0,1997.0,AUTOMOVEL
14075,2017,474,2017-01-02 11:34:20,2017-01-02 12:19:48,2016-07-17 00:00:00,EM HORA INCERTA,2017-01-02 00:00:00,Conhecida,Sim,AVENIDA BRASIL,888.0,VILA IBAR,POA,SP,"-235,259,876,138,172","-463,318,739,884,838",Comércio e serviços,IC,BO PARA ADENDO,DEL.POL.POA,DEL.POL.POA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,FBH4008,SP,PORTO FELIZ,Vermelho,HONDA/XRE 300,2012.0,2012.0,MOTOCICLO
14076,2017,474,2017-01-02 11:34:20,2017-01-02 12:19:48,2016-07-17 00:00:00,EM HORA INCERTA,2017-01-02 00:00:00,Conhecida,Sim,AVENIDA BRASIL,888.0,VILA IBAR,POA,SP,"-235,259,876,138,172","-463,318,739,884,838",Comércio e serviços,IC,BO PARA ADENDO,DEL.POL.POA,DEL.POL.POA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,OKJ3325,BA,VITORIA DA CONQUISTA,Vermelho,HONDA/XRE 300,2012.0,2012.0,MOTOCICLO
14121,2017,4764,2017-10-25 08:11:04,2017-10-25 08:59:43,2017-10-25 00:00:00,EM HORA INCERTA,2017-10-25 00:00:00,Desconhecida,Não,RUA JOÃO PIN,1568.0,VILA CAMARGO II,ITAPEVA,SP,"-239,725,120,809,999","-48,867,416,191",Comércio e serviços,IC,BO PARA INVESTIGAÇÃO,DEL.SEC.ITAPEVA PLANTÃO,01º D.P. ITAPEVA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,GYL7134,SP,LIMEIRA,Prata,FORD/COURIER 1.6 L,2000.0,2000.0,CAMINHONETE
14148,2017,1049,2017-10-25 09:06:12,2017-10-25 09:42:36,2017-09-23 00:00:00,DE MADRUGADA,2017-10-25 00:00:00,Desconhecida,Não,RUA CORONEL JOSÉ ANTÔNIO,1034.0,CENTRO,PATROCINIO PAULISTA,SP,"-206,439,515,170,909","-472,796,359,078,182",Via pública,,BO PARA INVESTIGAÇÃO,DEL.POL.PATROCINIO PAULISTA,DEL.POL.PATROCINIO PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CAK6436,SP,PATROCINIO PAULISTA,Vermelho,VW/GOL 1000I,1995.0,1995.0,AUTOMOVEL
14174,2017,24740,2017-10-25 09:15:00,2017-10-25 10:31:20,2017-10-24 00:00:00,A NOITE,2017-10-25 00:00:00,Desconhecida,Não,RUA CARLOS R PARANHA,0.0,RURAL,PIRATININGA,SP,"-224,114,848,049,999","-491,493,316,419,999",Via pública,IC,BO PARA INVESTIGAÇÃO,CENTRAL POL.JUDICIÁRIA-BAURU,DEL.POL.PIRATININGA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CDZ0635,SP,PIRATININGA,Branco,VW/GOL CLI,1995.0,1995.0,AUTOMOVEL
14180,2017,1337,2017-10-25 10:30:19,2017-10-25 10:42:33,2017-03-09 00:00:00,EM HORA INCERTA,2017-10-25 00:00:00,Desconhecida,Não,,0.0,,,,,,Residência,,BO PARA INVESTIGAÇÃO,03º D.P. BARRETOS,03º D.P. BARRETOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,COW3903,SP,BARRETOS,Prata,GM/CORSA WIND,1999.0,1999.0,AUTOMOVEL
14195,2017,3319,2017-10-25 08:48:12,2017-10-25 10:57:07,2017-05-09 00:00:00,A TARDE,2017-10-25 00:00:00,Desconhecida,Não,RUA JOSÉ CRISTINO DE OLIVEIRA CAMPOS,69.0,CENTRO,MOGI GUACU,SP,"-22,370,554,324","-46,942,168,872",Via pública,,BO PARA INVESTIGAÇÃO,01º D.P. MOGI-GUAÇÚ,01º D.P. MOGI-GUAÇÚ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CRP0571,SP,MOGI GUACU,Marrom,VW/VOYAGE GLS,1989.0,1989.0,AUTOMOVEL
